137	137	137	0	1
132	132	137	0	2
236	132	236	0	3
1342	132	1342	0	4
589	132	1342	0	5
209	132	1342	0	6
140	132	1342	0	7
127	127	1342	0	8
119	119	1342	0	9
455	119	1342	0	10
540	119	1342	0	11
588	119	1342	0	12
556	119	1342	0	13
600	119	1342	0	14
610	119	1342	0	15
322	119	1342	0	16
18131	119	18131	0	17
318	119	18131	0	18
454	119	18131	0	19
182	119	18131	0	20
537	119	18131	0	21
529	119	18131	0	22
758	119	18131	0	23
157	119	18131	0	24
227	119	18131	0	25
231	119	18131	0	26
327	119	18131	0	27
521	119	18131	0	28
650	119	18131	0	29
570	119	18131	0	30
603	119	18131	0	31
225	119	18131	0	32
112	112	18131	0	33
296	112	18131	0	34
221	112	18131	0	35
567	112	18131	0	36
603	112	18131	0	37
113	112	18131	0	38
307	112	18131	0	39
712	112	18131	0	40
676	112	18131	0	41
544	112	18131	0	42
435	112	18131	0	43
243	112	18131	0	44
225	112	18131	0	45
783	112	18131	0	46
553	112	18131	0	47
594	112	18131	0	48
543	112	18131	0	49
564	112	18131	0	50
540	112	18131	0	51
603	112	18131	0	52
428	112	18131	0	53
732	112	18131	0	54
605	112	18131	0	55
566	112	18131	0	56
571	112	18131	0	57
535	112	18131	0	58
615	112	18131	0	59
534	112	18131	0	60
570	112	18131	0	61
572	112	18131	0	62
422	112	18131	0	63
344	112	18131	0	64
579	112	18131	0	65
546	112	18131	0	66
572	112	18131	0	67
625	112	18131	0	68
619	112	18131	0	69
3328	112	18131	0	70
573	112	18131	0	71
563	112	18131	0	72
799	112	18131	0	73
601	112	18131	0	74
548	112	18131	0	75
615	112	18131	0	76
587	112	18131	0	77
143	112	18131	0	78
124	112	18131	0	79
150	112	18131	0	80
225	112	18131	0	81
121	112	18131	0	82
289	112	18131	0	83
223	112	18131	0	84
623	112	18131	0	85
232	112	18131	0	86
234	112	18131	0	87
273	112	18131	0	88
245	112	18131	0	89
476	112	18131	0	90
547	112	18131	0	91
432	112	18131	0	92
226	112	18131	0	93
237	112	18131	0	94
224	112	18131	0	95
143	112	18131	0	96
222	112	18131	0	97
147	112	18131	0	98
318	112	18131	0	99
633	112	18131	0	100
598	112	18131	0	101
689	112	18131	0	102
226	112	18131	0	103
219	112	18131	0	104
329	112	18131	0	105
608	112	18131	0	106
254	112	18131	0	107
365	112	18131	0	108
539	112	18131	0	109
430	112	18131	0	110
228	112	18131	0	111
587	112	18131	0	112
1460	112	18131	0	113
556	112	18131	0	114
469	112	18131	0	115
746	112	18131	0	116
589	112	18131	0	117
