118	118	118	0	1
46	46	118	1	1
73	46	118	2	1
47	46	118	3	1
54	46	118	4	1
56	46	118	5	1
116	46	118	5	2
47	46	118	6	2
55	46	118	7	2
92	46	118	8	2
85	46	118	9	2
55	46	118	10	2
146	46	146	10	3
53	46	146	11	3
183	46	183	11	4
49	46	183	12	4
71	46	183	13	4
83	46	183	14	4
109	46	183	14	5
97	46	183	15	5
1304	46	1304	15	6
3638	46	3638	15	7
57	46	3638	16	7
140	46	3638	16	8
89	46	3638	17	8
316	46	3638	17	9
174	46	3638	17	10
68	46	3638	18	10
215	46	3638	18	11
58	46	3638	19	11
133	46	3638	19	12
56	46	3638	20	12
165	46	3638	20	13
71	46	3638	21	13
3597	46	3638	21	14
59	46	3638	22	14
54	46	3638	23	14
114	46	3638	23	15
51	46	3638	24	15
58	46	3638	25	15
58	46	3638	26	15
86	46	3638	27	15
50	46	3638	28	15
49	46	3638	29	15
51	46	3638	30	15
55	46	3638	31	15
62	46	3638	32	15
57	46	3638	33	15
92	46	3638	34	15
62	46	3638	35	15
124	46	3638	35	16
174	46	3638	35	17
84	46	3638	36	17
