56	56	56	1	0
58	56	58	2	0
44	44	58	3	0
24	24	58	4	0
23	23	58	5	0
185	23	185	5	1
47	23	185	6	1
804	23	804	6	2
66	23	804	7	2
26	23	804	8	2
24	23	804	9	2
23	23	804	10	2
35	23	804	11	2
24	23	804	12	2
6214	23	6214	12	3
469	23	6214	12	4
111	23	6214	12	5
88	23	6214	13	5
73	23	6214	14	5
71	23	6214	15	5
71	23	6214	16	5
71	23	6214	17	5
70	23	6214	18	5
111	23	6214	18	6
77	23	6214	19	6
73	23	6214	20	6
77	23	6214	21	6
73	23	6214	22	6
72	23	6214	23	6
72	23	6214	24	6
2099	23	6214	24	7
8388	23	8388	24	8
99	23	8388	25	8
40	23	8388	26	8
35	23	8388	27	8
34	23	8388	28	8
34	23	8388	29	8
34	23	8388	30	8
34	23	8388	31	8
33	23	8388	32	8
34	23	8388	33	8
33	23	8388	34	8
33	23	8388	35	8
33	23	8388	36	8
33	23	8388	37	8
33	23	8388	38	8
33	23	8388	39	8
54	23	8388	40	8
35	23	8388	41	8
33	23	8388	42	8
34	23	8388	43	8
33	23	8388	44	8
34	23	8388	45	8
34	23	8388	46	8
34	23	8388	47	8
34	23	8388	48	8
34	23	8388	49	8
34	23	8388	50	8
34	23	8388	51	8
33	23	8388	52	8
33	23	8388	53	8
33	23	8388	54	8
34	23	8388	55	8
34	23	8388	56	8
33	23	8388	57	8
33	23	8388	58	8
34	23	8388	59	8
58	23	8388	60	8
36	23	8388	61	8
52	23	8388	62	8
42	23	8388	63	8
34	23	8388	64	8
34	23	8388	65	8
34	23	8388	66	8
33	23	8388	67	8
33	23	8388	68	8
33	23	8388	69	8
33	23	8388	70	8
34	23	8388	71	8
33	23	8388	72	8
33	23	8388	73	8
34	23	8388	74	8
33	23	8388	75	8
33	23	8388	76	8
33	23	8388	77	8
33	23	8388	78	8
33	23	8388	79	8
34	23	8388	80	8
34	23	8388	81	8
33	23	8388	82	8
34	23	8388	83	8
51	23	8388	84	8
39	23	8388	85	8
34	23	8388	86	8
33	23	8388	87	8
34	23	8388	88	8
34	23	8388	89	8
34	23	8388	90	8
34	23	8388	91	8
34	23	8388	92	8
34	23	8388	93	8
33	23	8388	94	8
33	23	8388	95	8
33	23	8388	96	8
33	23	8388	97	8
34	23	8388	98	8
34	23	8388	99	8
33	23	8388	100	8
34	23	8388	101	8
34	23	8388	102	8
34	23	8388	103	8
33	23	8388	104	8
33	23	8388	105	8
33	23	8388	106	8
73	23	8388	107	8
37	23	8388	108	8
34	23	8388	109	8
34	23	8388	110	8
34	23	8388	111	8
33	23	8388	112	8
34	23	8388	113	8
34	23	8388	114	8
33	23	8388	115	8
33	23	8388	116	8
34	23	8388	117	8
34	23	8388	118	8
33	23	8388	119	8
33	23	8388	120	8
33	23	8388	121	8
34	23	8388	122	8
33	23	8388	123	8
34	23	8388	124	8
34	23	8388	125	8
33	23	8388	126	8
34	23	8388	127	8
34	23	8388	128	8
53	23	8388	129	8
37	23	8388	130	8
34	23	8388	131	8
34	23	8388	132	8
34	23	8388	133	8
34	23	8388	134	8
34	23	8388	135	8
34	23	8388	136	8
34	23	8388	137	8
33	23	8388	138	8
33	23	8388	139	8
33	23	8388	140	8
34	23	8388	141	8
34	23	8388	142	8
34	23	8388	143	8
34	23	8388	144	8
33	23	8388	145	8
33	23	8388	146	8
33	23	8388	147	8
34	23	8388	148	8
34	23	8388	149	8
33	23	8388	150	8
33	23	8388	151	8
42	23	8388	152	8
34	23	8388	153	8
34	23	8388	154	8
34	23	8388	155	8
34	23	8388	156	8
33	23	8388	157	8
34	23	8388	158	8
34	23	8388	159	8
34	23	8388	160	8
34	23	8388	161	8
33	23	8388	162	8
33	23	8388	163	8
34	23	8388	164	8
33	23	8388	165	8
33	23	8388	166	8
34	23	8388	167	8
34	23	8388	168	8
34	23	8388	169	8
33	23	8388	170	8
34	23	8388	171	8
34	23	8388	172	8
34	23	8388	173	8
50	23	8388	174	8
58	23	8388	175	8
35	23	8388	176	8
34	23	8388	177	8
34	23	8388	178	8
2660	23	8388	178	9
2824	23	8388	178	10
2376	23	8388	178	11
152	23	8388	178	12
97	23	8388	179	12
370	23	8388	179	13
130	23	8388	179	14
44	23	8388	180	14
35	23	8388	181	14
35	23	8388	182	14
34	23	8388	183	14
88	23	8388	184	14
115	23	8388	184	15
50	23	8388	185	15
34	23	8388	186	15
34	23	8388	187	15
34	23	8388	188	15
37	23	8388	189	15
33	23	8388	190	15
33	23	8388	191	15
33	23	8388	192	15
39	23	8388	193	15
37	23	8388	194	15
34	23	8388	195	15
34	23	8388	196	15
43	23	8388	197	15
34	23	8388	198	15
34	23	8388	199	15
38	23	8388	200	15
34	23	8388	201	15
34	23	8388	202	15
35	23	8388	203	15
36	23	8388	204	15
34	23	8388	205	15
33	23	8388	206	15
33	23	8388	207	15
41	23	8388	208	15
210	23	8388	208	16
40	23	8388	209	16
