current	min	max	0~100us	>100us

77	77	77	1	0
75	75	77	2	0
144	75	144	2	1
88	75	144	3	1
103	75	144	3	2
108	75	144	3	3
133	75	144	3	4
127	75	144	3	5
80	75	144	4	5
132	75	144	4	6
108	75	144	4	7
123	75	144	4	8
139	75	144	4	9
101	75	144	4	10
107	75	144	4	11
126	75	144	4	12
287	75	287	4	13
95	75	287	5	13
101	75	287	5	14
129	75	287	5	15
