86	86	86	1	0
57	57	86	2	0
34	34	86	3	0
66	34	86	4	0
97	34	97	5	0
38	34	97	6	0
511	34	511	6	1
61	34	511	7	1
43	34	511	8	1
17	17	511	9	1
13	13	511	10	1
13	13	511	11	1
14	13	511	12	1
12	12	511	13	1
12	12	511	14	1
43	12	511	15	1
11	11	511	16	1
16	11	511	17	1
47	11	511	18	1
46	11	511	19	1
13	11	511	20	1
47	11	511	21	1
15	11	511	22	1
12	11	511	23	1
56	11	511	24	1
18	11	511	25	1
18	11	511	26	1
50	11	511	27	1
44	11	511	28	1
191	11	511	28	2
217	11	511	28	3
53	11	511	29	3
51	11	511	30	3
45	11	511	31	3
44	11	511	32	3
82	11	511	33	3
16	11	511	34	3
17	11	511	35	3
13	11	511	36	3
17	11	511	37	3
10	10	511	38	3
11	10	511	39	3
10	10	511	40	3
54	10	511	41	3
209	10	511	41	4
86	10	511	42	4
96	10	511	43	4
112	10	511	43	5
20	10	511	44	5
96	10	511	45	5
95	10	511	46	5
19	10	511	47	5
16	10	511	48	5
14	10	511	49	5
124	10	511	49	6
16	10	511	50	6
14	10	511	51	6
14	10	511	52	6
14	10	511	53	6
55	10	511	54	6
85	10	511	55	6
54	10	511	56	6
13	10	511	57	6
50	10	511	58	6
16	10	511	59	6
46	10	511	60	6
71	10	511	61	6
42	10	511	62	6
44	10	511	63	6
24	10	511	64	6
23	10	511	65	6
59	10	511	66	6
14	10	511	67	6
86	10	511	68	6
15	10	511	69	6
8	8	511	70	6
8	8	511	71	6
8	8	511	72	6
9	8	511	73	6
8	8	511	74	6
8	8	511	75	6
8	8	511	76	6
9	8	511	77	6
7	7	511	78	6
8	7	511	79	6
10	7	511	80	6
8	7	511	81	6
8	7	511	82	6
8	7	511	83	6
8	7	511	84	6
10	7	511	85	6
16	7	511	86	6
19	7	511	87	6
26	7	511	88	6
32	7	511	89	6
24	7	511	90	6
21	7	511	91	6
46	7	511	92	6
50	7	511	93	6
7	7	511	94	6
7	7	511	95	6
9	7	511	96	6
8	7	511	97	6
8	7	511	98	6
8	7	511	99	6
9	7	511	100	6
8	7	511	101	6
8	7	511	102	6
7	7	511	103	6
8	7	511	104	6
7	7	511	105	6
7	7	511	106	6
8	7	511	107	6
8	7	511	108	6
7	7	511	109	6
8	7	511	110	6
8	7	511	111	6
10	7	511	112	6
8	7	511	113	6
